"https://www.udemy.com","Udemy","Learning","Marketplace for online courses in career, technology, business, and personal skills.","no"
"https://www.edx.org","edX","Learning","Online courses, professional certificates, and degrees from leading institutions.","no"
"https://www.linkedin.com/learning","LinkedIn Learning","Learning","Business, technology, and creative courses connected to LinkedIn profiles.","no"
"https://www.khanacademy.org","Khan Academy","Learning","Free lessons, practice exercises, and videos for school and lifelong learning.","no"
"https://www.futurelearn.com","FutureLearn","Learning","Online courses and degrees from universities and education partners.","no"
"https://www.udacity.com","Udacity","Learning","Technology training programs for programming, data, AI, and digital careers.","no"
"https://www.codecademy.com","Codecademy","Coding","Interactive lessons for learning programming, web development, and data skills.","no"
"https://www.ixl.com","IXL","Learning","Maths and English practice with adaptive questions and progress tracking.","no"
"https://www.prodigygame.com","Prodigy","Games","Curriculum-aligned math practice presented through game-based learning.","no"
"https://www.twinkl.co.za","Twinkl South Africa","Learning","Teacher-created South African classroom resources, worksheets, and planning materials.","no"
"https://www.abcmouse.com","ABCmouse","Learning","Early learning program with reading, math, science, art, games, and songs.","no"
"https://www.brainpop.com","BrainPOP","Learning","Animated educational videos and activities for school subjects.","no"
"https://www.education.gov.za","Department of Basic Education","Government","South African national education department information and resources.","no"
"https://www.gauteng.gov.za","Gauteng Provincial Government","Government","Gauteng government portal for provincial services, news, and departments.","no"
"https://www.news24.com","News24","News","South African news site covering local, world, business, sport, and lifestyle stories.","no"
"https://www.iol.co.za","IOL","News","South African news, business, sport, lifestyle, and opinion coverage.","no"
"https://mybroadband.co.za","MyBroadband","News","South African technology, broadband, telecoms, and IT news.","no"
"https://www.dailymaverick.co.za","Daily Maverick","News","South African journalism, analysis, investigations, and opinion.","no"
"https://www.freecodecamp.org","freeCodeCamp","Coding","Free coding lessons, certifications, articles, and developer practice projects.","no"
"https://github.com","GitHub","Coding","Platform for hosting code, collaborating on repositories, and managing software projects.","no"
"https://skillshop.withgoogle.com","Google Skillshop","Learning","Free Google product training, certifications, and learning paths.","no"
"https://alison.com","Alison","Learning","Free online courses and certificates for workplace and career skills.","no"
"https://hubspot.com","HubSpot","Business","CRM, marketing, sales, service, and content tools for businesses.","no"
"https://skillshare.com","Skillshare","Creative","Online creative classes in design, illustration, photography, video, and productivity.","no"
"https://www.domestika.org","Domestika","Creative","Creative community with online courses taught by design and art professionals.","no"
"https://www.canva.com","Canva","Creative","Visual design platform for presentations, graphics, documents, video, and brand assets.","no"
"https://ed.ted.com","TED-Ed","Learning","Animated lessons and educational videos from teachers and TED creators.","no"
"https://www.classcentral.com","Class Central","Learning","Search engine and review site for online courses and certificates.","no"
"https://www.daveramsey.com","Dave Ramsey","Finance","Personal finance guidance for budgeting, debt payoff, saving, and investing.","no"
"https://www.mrmoneymustache.com","Mr. Money Mustache","Finance","Personal finance blog about frugality, investing, and early retirement.","no"
"https://www.getrichslowly.org","Get Rich Slowly","Finance","Personal finance advice about saving, debt, investing, and money habits.","no"
"https://www.thebalancemoney.com","The Balance Money","Finance","Personal finance articles on budgeting, investing, banking, debt, and taxes.","no"
"https://www.thesimpledollar.com","The Simple Dollar","Finance","Personal finance information focused on saving money and financial choices.","no"
"https://millennialmoney.com","Millennial Money","Finance","Personal finance site about earning, saving, investing, and financial independence.","no"
"https://www.budgetsaresexy.com","Budgets Are Sexy","Finance","Personal finance blog about budgeting, FIRE, minimalism, and money habits.","no"
"https://affordanything.com","Afford Anything","Finance","Personal finance and independence advice focused on investing and life choices.","no"
"https://www.wisebread.com","Wise Bread","Finance","Frugal living and personal finance articles, tips, and community discussions.","no"
"https://www.similarweb.com","Similarweb","Business","Digital intelligence platform for market, traffic, and competitor insights.","no"
"https://www.semrush.com","Semrush","Business","SEO, PPC, content, social, and market visibility tools.","no"
"https://www.liberty.co.za","Liberty","Finance","South African financial services company for insurance, investments, and advice.","no"
"https://www.investopedia.com","Investopedia","Finance","Financial education, investing definitions, tutorials, reviews, and market explainers.","no"
"https://www.nimh.nih.gov","National Institute of Mental Health","Mental Health","U.S. federal mental health research agency with information about mental disorders and treatments.","no"
"https://www.mentalhealth.org.uk","Mental Health Foundation","Mental Health","Mental health information, prevention resources, and wellbeing advice from a UK charity.","no"
"https://mhanational.org","Mental Health America","Mental Health","Mental health screening, education, advocacy, and support resources.","no"
"https://www.helpguide.org","HelpGuide","Mental Health","Nonprofit mental health and wellness guides for emotional wellbeing and relationships.","no"
"https://psychcentral.com","Psych Central","Mental Health","Mental health information about conditions, symptoms, treatment, and self-care.","no"
"https://apnews.com","AP News","News","Independent breaking news, headlines, videos, and reporting from the Associated Press.","no"
"https://www.bbc.com","BBC","News","Global news, sport, business, innovation, culture, travel, video, and audio.","no"
"https://www.npr.org","NPR","News","Nonprofit news, analysis, podcasts, music, arts, science, and culture coverage.","no"
"https://www.dw.com","Deutsche Welle","News","International news and analysis from Germany's public international broadcaster.","no"
"https://www.theguardian.com/international","The Guardian","News","International news, sport, opinion, culture, and analysis.","no"
"https://www.cbc.ca","CBC","News","Canadian public broadcaster with news, entertainment, sports, radio, and video.","no"
"https://www.theverge.com","The Verge","Technology","Technology news, reviews, features, podcasts, and reporting on how tech affects life.","no"
"https://arstechnica.com","Ars Technica","Technology","Technology, science, security, policy, hardware, and software news and analysis.","no"
"https://techcrunch.com","TechCrunch","Technology","Startup, venture capital, Silicon Valley, and technology business news.","no"
"https://www.wired.com","WIRED","Technology","Technology, science, culture, security, business, and future-focused reporting.","no"
"https://www.cnet.com","CNET","Technology","Product reviews, tech news, buying advice, how-tos, and deals.","no"
"https://www.behance.net","Behance","Creative","Creative portfolio platform for design, illustration, photography, branding, and visual projects.","no"
"https://dribbble.com","Dribbble","Creative","Design inspiration and portfolio community for creative professionals.","no"
"https://www.creativebloq.com","Creative Bloq","Creative","Design inspiration, creative news, tutorials, and expert tips.","no"
"https://www.instructables.com","Instructables","Creative","Maker community with step-by-step projects, crafts, repairs, and DIY ideas.","no"
"https://www.awwwards.com","Awwwards","Creative","Web design awards and inspiration for designers, developers, and agencies.","no"
